period,indexed_pages,coverage_pct,top_canonical_query,avg_position,ctr_pct,crawl_errors,action_notes
2026-Q1,18,92.3,The Cohesive Tetrad,12.4,3.8,0,Baseline kuartal awal setelah hardening semantic+LLM
